book_name,authors,rating,publish_year,publish_month,publish_day,publisher,num_reviews,num_pages
"Small Gods (Discworld, #13)",Terry Pratchett,4.3,2003,25,2,Hartorch,176,357
High Fidelity,Nick Hornby,3.94,2004,25,11,"Penguin Books, Limited (UK)",30,245
The Gate to Women's Country,Sheri S. Tepper,4.05,1993,1,2,Spectra,106,315
"Grass (Arbai, #1)",Sheri S. Tepper,4.05,1990,1,7,Bantam Spectra,30,449
"The Gryphon: In Which the Extraordinary Correspondence of Griffin & Sabine Is Rediscovered (Morning Star Trilogy, #1)",Nick Bantock,4.15,2001,1,8,Chronicle Books,159,58
Imajica,Clive Barker,4.16,1997,1,8,Eos,655,823
Bobos in Paradise: The New Upper Class and How They Got There,David  Brooks,3.61,2000,3,5,Simon & Schuster,14,288
An Anthropologist on Mars: Seven Paradoxical Tales,Oliver Sacks,4.17,1996,13,2,Vintage,87,352
A Man for All Seasons,Robert Bolt,3.92,1990,14,4,Vintage/Random House (NY),12,114
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.97,2005,1,1,"Little, Brown & Company",29,3
"The Wooden Sea (Crane's View, #3)",Jonathan Carroll,3.82,2001,1,2,Tor Books,11,302
Hotel World,Ali Smith,3.5700000000000003,2002,15,1,Anchor,22,238
Woe Is I: The Grammarphobe's Guide to Better English in Plain English,Patricia T. O'Conner,3.93,1996,24,9,Putnam Adult,22,227
Games People Play,Eric Berne,3.81,1980,12,8,Ballantine Books,5,192
"If You Want to Write: A Book about Art, Independence and Spirit",Brenda Ueland,4.12,1987,1,3,Graywolf Press,32,179
The Canterville Ghost,Oscar Wilde,3.89,1997,6,10,Candlewick,4,128
The Color Purple,Alice Walker,4.21,2007,21,6,Weidenfeld & Nicolson,41,288
Hawaii,Les Beletsky,4.15,2005,18,10,Interlink Publishing Group,2,404
"Henry Huggins (Henry Huggins, #1)",Beverly Cleary,4.0,2000,1,9,HarperCollins,534,155
"The Princess Diaries (The Princess Diaries, #1)",Meg Cabot,3.79,2000,19,9,HarperTeen,55,240
"The Cat Who Wasn't There (Cat Who..., #14)",Lilian Jackson Braun,3.89,1993,1,6,Jove,184,288
The Cat Who Came to Breakfast (Cat Who... #16),Lilian Jackson Braun,3.92,1995,1,3,Jove Books,186,261
Democracy in America,Alexis de Tocqueville,4.02,1988,1,8,Harper Perennial,5,792
Pinocho,Sigmar,3.09,2007,30,4,Editorial Sigmar,1,24
The Federalist Papers,Alexander Hamilton,4.07,1961,11,6,Mentor,9,560
Daisy Miller,Henry James,3.37,2002,8,1,Modern Library,48,112
"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,3.98,1993,19,10,Del Rey,499,288
On Liberty,John Stuart Mill,3.96,1978,1,4,Hackett Publishing Company,21,113
Silent Spring,Rachel Carson,3.97,1994,1,1,Houghton Mifflin Company,45,368
"Test of the Twins (Dragonlance: Legends, #3)",Margaret Weis,4.18,1995,31,12,TSR,5,345
The Art of Electronics,Paul Horowitz,4.35,1989,28,7,Cambridge University Press,42,1152
Your Money or Your Life,Neil Cavuto,3.03,2005,27,9,William Morrow,7,288
The Brain that Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,Norman Doidge,4.2,2007,1,4,Viking,1658,427
True Evil,Greg Iles,4.09,2007,1,11,Large Print Press,2,783
Stillwatch,Mary Higgins Clark,3.85,1997,1,3,Pocket Books,30,356
I'll Be Seeing You,Mary Higgins Clark,3.82,2005,1,7,Pocket Books,6,320
Remember Me,Mary Higgins Clark,3.92,1995,1,5,Pocket Books,48,352
While My Pretty One Sleeps,Mary Higgins Clark,3.9,1990,1,7,Pocket Books,317,318
Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies,4.29,1987,15,5,Simon & Schuster,19,264
The Eight,Katherine Neville,3.91,2006,8,5,Corgi Books,10,736
Robinson Crusoe,Daniel Defoe,3.67,1998,1,11,Signet Classics,7,302
The Good German,Joseph Kanon,3.75,2000,5,9,St. Martins Press-3PL,20,482
A Place Called Freedom,Ken Follett,3.95,1995,28,8,Crown,15,407
"A Share in Death (Duncan Kincaid & Gemma James, #1)",Deborah Crombie,3.77,1993,17,2,Scribner,28,243
Needful Things,Stephen King,3.92,2015,7,7,Berkley Books,142,736
The Autobiography of Benjamin Franklin,Benjamin Franklin,3.83,2005,9,11,AudioGO,1,0
Stone Soup,Heather Forest,4.24,2005,15,12,August House Publishers,58,32
Courtesan,Louisa Trent,3.26,2011,27,11,Createspace,3,339
The God Delusion,Richard Dawkins,3.9,2007,21,5,Black Swan,332,463
Starship Troopers,Robert A. Heinlein,4.01,1982,15,7,Berkley,60,208
"The Empty Chair (Lincoln Rhyme, #3)",Jeffery Deaver,4.05,2005,1,1,Pocket Books,1,512
Savage Beauty: The Life of Edna St. Vincent Millay,Nancy Milford,4.01,2001,27,11,Random House,21,551
Charlotte's Web,E.B. White,4.17,2006,1,12,HarperEntertainment,8,184
The Taming of the Shrew,William Shakespeare,3.8,1992,1,9,Washington Square Press,22,251
Guess How Much I Love You,Sam McBratney,4.37,2004,23,11,Candlewick,1,32
Zombie,Joyce Carol Oates,3.34,1995,1,10,Dutton Books,89,181
"Because It Is Bitter, and Because It Is My Heart",Joyce Carol Oates,3.89,1990,30,4,Dutton Books,18,405
Homo Faber,Max Frisch,3.74,2006,2,11,Penguin Books Ltd,22,219
"Derik's Bane (Wyndham Werewolf, #3)",MaryJanice Davidson,3.69,2005,4,1,Berkley,163,292
The Cave,José Saramago,3.84,2002,1,11,Houghton Mifflin,10,320
You Shall Know Our Velocity!,Dave Eggers,3.63,2002,1,9,McSweeney's,27,371
The Assistants,Robin Lynn Williams,3.12,2004,29,6,William Morrow,19,304
Ghosts,Noel Hynd,3.97,2002,1,9,Pinnacle,81,512
The Secret Life of Bees,Sue Monk Kidd,4.05,2005,25,7,Headline Book Publishing,64,384
Noir,K.W. Jeter,3.63,1999,1,9,Spectra,28,496
Neil Gaiman's Neverwhere,Neil Gaiman,4.24,2007,23,3,Titan Books,30,224
"Neverwhere (London Below, #1)",Neil Gaiman,4.17,2005,19,9,Headline Review,532,384
The Dressmaker,Elizabeth Oberbeck,2.9,2007,15,5,Picador USA,136,306
Some Hope,Edward St. Aubyn,3.81,2007,6,4,Picador,41,450
"Abarat: Days of Magic, Nights of War",Clive Barker,4.2,2006,2,10,Voyager (Harper Collins Imprint),9,576
Jacob's Room,Virginia Woolf,3.53,2005,1,2,Oxford University Press,11,270
The Bonesetter's Daughter,Amy Tan,3.99,2002,29,1,Turtleback Books,3,416
Memories of My Melancholy Whores,Gabriel García Márquez,3.6,2005,25,10,Alfred A. Knopf,106,115
Girl with a Pearl Earring,Tracy Chevalier,3.89,2006,31,7,Harper Collins UK,73,248
Charming Billy,Alice McDermott,3.43,2000,1,2,Bloomsbury Paperbacks,2,280
Him Her Him Again the End of Him,Patricia Marx,2.83,2007,19,3,Thorndike Press,3,347
Lost Illusions,Honoré de Balzac,4.17,1976,24,6,Penguin Classics,25,704
Sister Carrie,Theodore Dreiser,3.75,1994,1,8,Penguin Books,52,499
Howards End,E.M. Forster,3.97,1994,15,1,Barnes & Noble,7,297
The Forever Summer,Suzanne Macpherson,3.21,2007,31,7,Avon,16,368
Democracy,Charles Tilly,3.54,2007,1,3,Cambridge University Press,6,234
A Tale of Two Cities,Marian Leighton,4.07,2006,31,1,Abdo Publishing Company,2,238
Cradle and All,James Patterson,3.86,2000,1,5,"Little, Brown and Company",27,325
The Brief History of the Dead,Kevin Brockmeier,3.67,2007,25,1,John Murray Publishers,37,272
The Confessions of Nat Turner,William Styron,3.97,1992,10,11,Vintage,402,453
Un Lun Dun,China Miéville,3.81,2007,6,4,MacMillan,15,522
Romeo and Juliet,William Shakespeare,3.75,1993,4,5,Dover Publications,518,96
Rikki-Tikki-Tavi,Rudyard Kipling,3.99,1997,26,9,HarperCollins,593,48
The Complete Fairy Tales,George MacDonald,4.34,2000,24,2,Penguin Classics,52,354
Confessions of an Advertising Man,David Ogilvy,4.07,1989,9,1,Atheneum,6,172
"Further Tales of the City (Tales of the City, #3)",Armistead Maupin,4.14,2007,29,5,Harper Perennial,52,368
"Nobody's Baby But Mine (Chicago Stars, #3)",Susan Elizabeth Phillips,4.06,2007,1,1,Piatkus Books,11,376
Specimen Days,Michael Cunningham,3.58,2006,5,6,Harper Perennial,10,308
"Dairy Queen (Dairy Queen, #1)",Catherine Gilbert Murdock,3.74,2007,4,6,HMH Books for Young Readers,194,274
Coma,Robin Cook,3.87,2003,5,8,NAL Trade,1,400
"If There Be Thorns (Dollanganger, #3)",V.C. Andrews,3.77,1981,18,6,HarperCollins,21,350
"Petals on the Wind (Dollanganger, #2)",V.C. Andrews,3.82,1980,10,11,HarperCollins,36,410
Como agua para chocolate,Laura Esquivel,3.95,2012,1,7,DeBOLS!LLO,38,216
Cold Comfort Farm,Stella Gibbons,3.91,2006,26,10,Penguin Classics,183,233
Birdsong,Sebastian Faulks,4.09,2004,7,7,Vintage,277,503
Life of Pi,Yann Martel,3.91,2002,9,5,Canongate Books Ltd,13,319
"Through a Glass, Darkly",Jostein Gaarder,3.8,1998,13,7,Orion,4,176
"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,4.11,2002,8,10,Broadway Books,797,199
The Map of Love,Ahdaf Soueif,3.81,2000,1,5,Bloomsbury,24,529
Alice in Wonderland,Lewis Carroll,4.02,1999,4,10,Walker Books Ltd,13,206
"Bridget Jones: The Edge of Reason (Bridget Jones, #2)",Helen Fielding,3.58,2000,15,6,Picador,93,422
The Ginger Man,J.P. Donleavy,3.65,1980,1,10,Dell Publishing Company,2,315
Icon,Frederick Forsyth,3.96,1997,3,7,Corgi,13,544
The Fortress of Solitude,Jonathan Lethem,3.87,2004,24,8,Vintage Contemporaries,239,528
Amsterdam,Geert Mak,3.83,2002,30,10,Harvard University Press,49,352
Dangerous Visions,Harlan Ellison,4.19,2002,22,10,iBooks,8,544
The Whore's Child and Other Stories,Richard Russo,3.75,2002,9,7,Alfred A. Knopf,21,225
"An Offer From a Gentleman (Bridgertons, #3)",Julia Quinn,4.07,2006,1,9,Piatkus Books,52,358
Sweet and Low: A Family Story,Rich Cohen,3.49,2006,20,4,Jonathan Cape,1,288
An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Al Gore,3.77,2007,1,6,Bloomsbury UK,18,325
Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,Scott Dikkers,4.18,1999,23,3,Three Rivers Press,116,164
"Xenocide (Ender's Saga, #3)",Orson Scott Card,3.8,1992,15,8,Tor,190,592
"Shadow Puppets (Shadow, #3)",Orson Scott Card,3.89,2002,19,8,Tor Books,41,352
Against Nature,Joris-Karl Huysmans,3.86,1959,30,5,Penguin Classics,18,224
"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,2007,30,4,Puffin Books,352,288
By the River Piedra I Sat Down and Wept,Paulo Coelho,3.5700000000000003,1996,30,5,HarperOne,20,224
Aesop's Fables,Aesop,4.05,2004,5,10,Signet Book,22,288
Rage of Angels,Sidney Sheldon,3.94,1988,16,8,Grand Central Publishing,41,504
A Stranger in the Mirror,Sidney Sheldon,3.64,1988,16,8,Grand Central Publishing,32,320
The Mistress's Daughter,A.M. Homes,3.28,2007,4,6,Granta Books,6,256
The Leopard,Giuseppe Tomasi di Lampedusa,4.01,1996,4,4,The Harvill Press,15,190
The Stand,Stephen King,4.34,2006,9,7,Gardners Books,24,1325
Venus on the Half-Shell,Philip José Farmer,3.77,1996,1,10,Buccaneer Books,2,204
The Minority Report,Philip K. Dick,3.83,2002,14,5,Pantheon Books,607,103
"London Bridges (Alex Cross, #10)",James Patterson,3.94,2004,8,11,Little Brown and Company,33,391
Pompeii,Robert   Harris,3.82,2003,18,11,Random House (NY),76,278
I Am Charlotte Simmons,Tom Wolfe,3.42,2005,20,10,Vintage,33,676
Catch-22,Joseph Heller,3.98,2009,1,4,Vintage Books USA,23,519
Four Quartets,T.S. Eliot,4.37,1968,20,3,Mariner Books,83,64
Valley of the Dolls,Jacqueline Susann,3.75,1997,22,9,Grove Press,1131,442
"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",Douglas Adams,4.22,2006,2,6,MacMillan Audio,2,5
The Jungle,Upton Sinclair,3.74,1985,25,7,Penguin Books,165,412
Crash,David Cronenberg,4.04,1997,1,3,Faber & Faber,2,65
"American Gods (American Gods, #1)",Neil Gaiman,4.11,2005,19,9,Headline Review,305,640
Sushi for Beginners,Marian Keyes,3.69,2005,30,8,Penguin UK,11,564
Secrets About Men Every Woman Should Know,Barbara De Angelis,3.62,1990,1,1,Delacorte Press,1,280
The Cat Who Played Brahms (Cat Who... #5),Lilian Jackson Braun,3.94,1987,1,6,Jove,273,245
Mastering Regular Expressions,Jeffrey E.F. Friedl,4.14,2006,18,8,O'Reilly Media,55,515
House,Frank E. Peretti,3.59,2008,31,8,Thomas Nelson,13,368
"The Face of a Stranger (William Monk, #1)",Anne Perry,4.03,2011,11,5,Fawcett,843,352
"Undead and Unappreciated (Undead, #3)",MaryJanice Davidson,3.88,2005,5,7,Berkley Publishing Group,525,271
"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",Laurell K. Hamilton,4.02,1993,1,10,Ace Books,112,266
Complete Poems,William Shakespeare,4.21,1993,12,9,Gramercy,4,239
The Radioactive Boy Scout: The Frightening True Story of a Whiz Kid and His Homemade Nuclear Reactor,Ken Silverstein,3.71,2005,11,1,Villard Books,44,209
The World Without Us,Alan Weisman,3.8,2007,5,7,Virgin Books Ltd,16,324
Utilitarianism,John Stuart Mill,3.66,2002,15,6,Hackett Publishing Company,227,71
The Little Match Girl,Hans Christian Andersen,4.09,2005,15,9,Minedition,9,40
Hansel and Gretel,Jacob Grimm,3.78,1981,1,1,Julia MacRae Books,1,32
"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,4.22,2000,24,10,HarperCollins Publishers,53,5
The Americans,Robert  Frank,4.16,1998,1,2,Scalo Publishers,124,180
Full Throttle,Wendy Etherington,3.83,2007,24,4,Harlequin Nascar,6,256
King Richard III,William Shakespeare,3.93,2001,8,4,Naxos Audiobooks,5,3
Camera Lucida: Reflections on Photography,Roland Barthes,3.97,2006,1,2,Vintage Classics,35,144
The Ladies of Grace Adieu and Other Stories,Susanna Clarke,3.86,2007,21,9,Bloomsbury UK,22,256
Island,Aldous Huxley,3.83,2005,7,4,Vintage Classics,31,286
The Perfect Storm,Sebastian Junger,4.09,1998,3,6,HarperTorch,89,301
Fair Ball: A Fan's Case for Baseball,Bob Costas,3.64,2000,4,4,Broadway Books,9,182
The Rules of Attraction,Bret Easton Ellis,3.69,2006,1,12,Picador USA,75,326
The Wall,Marlen Haushofer,4.02,1999,16,11,Cleis Press,277,240
Captain Corelli's Mandolin,Louis de Bernières,3.98,2005,1,9,Vintage Classics,6,533
The Family Tree,Carole Cadwalladr,3.42,2006,1,2,Black Swan,1,476
Annie John,Jamaica Kincaid,3.68,1985,1,6,Farrar Straus Giroux,3,148
Go Ask Alice,Beatrice Sparks,3.76,1988,1,9,Simon & Schuster Inc.,10,159
"The Grey King (The Dark is Rising, #4)",Susan Cooper,4.18,1986,30,11,Collier Books,66,165
"The Last Battle (The Chronicles of Narnia, #7)",C.S. Lewis,4.03,2002,5,3,HarperCollins,271,229
Talking It Over,Julian Barnes,3.72,1992,17,3,Vintage,1,0
Real Food: What to Eat and Why,Nina Planck,4.04,2007,12,6,Bloomsbury USA,25,352
The Third Policeman,Flann O'Brien,4.01,2007,16,4,Harper Perennial,114,240
The Informers,Bret Easton Ellis,3.37,2006,1,12,Picador USA,11,272
"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,4.47,2000,1,10,Scholastic,8,309
A Widow for One Year,John Irving,3.76,1998,28,4,Knopf Canada,107,537
The Poe Shadow,Matthew Pearl,3.12,2007,4,1,Vintage,27,372
Gentlemen of the Road,Michael Chabon,3.44,2007,30,10,Ballantine Books,1527,204
Stumbling on Happiness,Daniel Todd Gilbert,3.83,2007,1,2,Harper Perennial,26,298
Falling Man,Don DeLillo,3.21,2007,18,5,Picador,8,246
The Hero With a Thousand Faces,Joseph Campbell,4.18,1972,1,3,Princeton University Press,1414,416
The Secret Agent: A Simple Tale,Joseph Conrad,3.59,1990,7,12,Penguin Classics,20,272
Ceremony,Leslie Marmon Silko,3.77,1986,4,3,Penguin Books,1062,262
Kiss of the Spider Woman,Manuel Puig,3.98,1991,3,4,Vintage,365,281
Brothers,Da Chen,3.74,2007,12,6,Broadway Books,24,429
A Year in the World: Journeys of a Passionate Traveller,Frances Mayes,3.59,2006,30,4,Broadway Books,25,420
Measure for Measure,William Shakespeare,3.68,2000,1,8,Penguin Classics,27,109
The Year of the Death of Ricardo Reis,José Saramago,4.02,1992,27,4,Mariner Books,44,358
Ethan Frome,Edith Wharton,3.4,1997,10,3,Scribner Paperback Fiction,55,152
Alice's Adventures in Wonderland,Lewis Carroll,4.02,1994,1,11,Puffin,22,141
Before Night Falls,Reinaldo Arenas,4.17,1994,1,10,Penguin Books,25,336
Daughter of Fortune,Isabel Allende,3.91,2000,5,9,Harper Perennial,65,399
"A Fistful of Charms (The Hollows, #4)",Kim Harrison,4.29,2006,2,10,Voyager,17,510
The Mill on the Floss,George Eliot,3.79,1998,28,5,Oxford University Press,18,529
Under the Tuscan Sun: At Home in Italy,Frances Mayes,3.76,2003,26,8,Broadway Books,63,303
Ironweed,William  Kennedy,3.87,1984,7,2,Penguin Books Ltd,84,227
Nineteen Minutes,Jodi Picoult,4.13,2007,19,4,Hodder & Stoughton,173,512
"Lion in the Valley (Amelia Peabody, #4)",Elizabeth Peters,4.15,1986,1,1,Thorndike Press,1,508
Suite Française,Irène Némirovsky,3.84,2007,1,2,Audiobooks,2,5
"The Nanny Diaries (Nanny, #1)",Emma McLaughlin,3.43,2007,1,1,Penguin Group (Australia),1,306
White Oleander,Janet Fitch,3.97,1999,31,5,Little Brown & Co,175,390
The Architecture of Happiness,Alain de Botton,3.86,2007,1,1,Penguin Group(CA),15,280
Happiness Sold Separately,Lolly Winston,3.27,2007,19,6,Grand Central Publishing,53,304
"Krondor: The Betrayal (The Riftwar Legacy, #1)",Raymond E. Feist,3.85,1998,1,11,Harper Voyager,3,384
"Magician (The Riftwar Saga, #1-2)",Raymond E. Feist,4.32,1984,12,9,DoubleDay,7,552
"The Mouse and the Motorcycle (Ralph S. Mouse, #1)",Beverly Cleary,3.94,1998,1,1,Scholastic,21,158
The Seagull,Anton Chekhov,3.92,2006,7,6,Dodo Press,3,68
The Ice Queen,Alice Hoffman,3.54,2006,3,8,Vintage,28,211
"Specials (Uglies, #3)",Scott Westerfeld,3.77,2006,1,11,Simon & Schuster,67,372
"Life As We Knew It (Last Survivors, #1)",Susan Beth Pfeffer,3.89,2007,5,3,Marion Lloyd Books,40,352
"The Pox Party (The Astonishing Life of Octavian Nothing, Traitor to the Nation, #1)",M.T. Anderson,3.5,2007,1,6,Thorndike Press,2,449
"Dance of the Gods (Circle Trilogy, #2)",Nora Roberts,4.15,2006,1,10,Piatkus Books,18,341
Chicken Soup with Rice: A Book of Months,Maurice Sendak,4.25,1991,15,3,HarperCollins,477,32
Prey,Michael Crichton,3.76,2006,1,12,HarperTorch,14,524
Lunar Park,Bret Easton Ellis,3.7,2005,16,8,Knopf,75,320
Wonder Boys,Michael Chabon,3.93,1995,14,3,Villard,50,368
Rule of the Bone,Russell Banks,3.87,2006,1,12,Bloomsbury UK,4,293
"My Ántonia (Great Plains Trilogy, #3)",Willa Cather,3.79,1994,31,5,Blackstone Audiobooks,4,8
The Postman Always Rings Twice,James M. Cain,3.8,1989,14,5,Vintage Crime/Black Lizard,222,128
Three Wishes,Lucille Clifton,3.92,1994,1,1,Yearling Books,2,32
The Idiot,Fyodor Dostoyevsky,4.19,2002,25,4,Everyman,4,633
Innocent Traitor,Alison Weir,3.96,2007,7,6,Arrow,65,432
The Nutcracker,Michael Hague,4.12,2005,6,10,Chronicle Books,11,56
"Body Double (Rizzoli & Isles, #4)",Tess Gerritsen,4.17,2006,16,1,Bantam Books,57,464
"Vanish (Rizzoli & Isles, #5)",Tess Gerritsen,4.12,2007,15,1,Bantam,61,462
"The Spy Who Loved Me (James Bond, #10)",Ian Fleming,3.4,2006,31,10,Penguin Books,5,198
"Speak, Memory",Vladimir Nabokov,4.19,1999,23,3,Everyman,47,268
Niebla,Miguel de Unamuno,4.05,2006,1,10,European Masterpieces,1,276
"The Atrocity Archives (Laundry Files, #1)",Charles Stross,3.91,2007,5,7,Orbit,56,319
Deliverance,James Dickey,3.88,1994,10,9,Delta,1083,288
The Enormous Crocodile,Roald Dahl,3.78,1978,24,8,Jonathan Cape,2,32
Waiting for Godot,Samuel Beckett,3.83,2006,5,1,Faber and Faber,157,87
Underworld,Kris Oprisko,3.18,2004,10,8,IDW Publishing,4,122
"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,3.99,1991,31,12,Berkley Books,60,208
"By the Pricking of My Thumbs (Tommy and Tuppence, #4)",Agatha Christie,3.73,2000,1,7,Signet,569,212
Icebound,David Axton,3.76,2000,5,9,Turtleback Books,1,416
Whispers,Dean Koontz,3.92,1980,3,6,Putnam Publishing Group,7,444
Into Africa: The Epic Adventures of Stanley & Livingstone,Martin Dugard,4.09,2004,13,4,Broadway Books,359,340
Watt,Samuel Beckett,3.94,1994,12,1,Grove Press,15,256
California,Jamie Jensen,4.03,2006,20,3,DK Publishing (Dorling Kindersley),1,660
Judge & Jury,James Patterson,4.0,2006,3,7,Headline,3,448
The Collected Poems,Paul Blackburn,4.66,1984,1,10,Persea Books,6,687
In the Country of Men,Hisham Matar,3.69,2008,1,2,Penguin Books,31,249
Aura,Carlos Fuentes,3.8,1986,1,9,"Farrar, Straus and Giroux",73,145
The Black Sheep,Jean Merrill,4.67,1969,12,10,Knopf Books for Young Readers,1,0
The Pushcart War,Jean Merrill,4.16,1984,1,5,Harper & Row,8,222
Pop. 1280,Jim Thompson,4.07,1990,3,10,Vintage Books,98,217
The Epic of Gilgamesh,Anonymous,3.69,1989,1,9,Stanford University Press,5,160
The Witness,Dee Henderson,4.1,2006,1,2,Tyndale House Publishers,31,378
A Man Without A Country,Kurt Vonnegut Jr.,4.08,2009,1,9,Bloomsbury UK,37,146
The Bone Garden,William P. Wood,3.69,2004,1,7,iBooks,7,352
World's End,Eiki Eiki,3.48,2007,31,10,Digital Manga Publishing,7,232
The Italian Secretary,Caleb Carr,3.21,2015,27,11,Sphere,16,288
The Eyes of the Dragon,Stephen King,3.93,1987,8,12,Turtleback Books,9,384
Mere Christianity,C.S. Lewis,4.33,2009,17,3,HarperOne,118,227
The Prestige,Christopher Priest,3.89,2006,8,11,Gollancz,22,360
Anno's Journey,Mitsumasa Anno,4.13,1999,1,1,Collins & World,1,47
"Night Watch (Discworld, #29)",Terry Pratchett,4.5,2002,5,11,HarperCollins Publishers,81,352
"Johnny and the Bomb (Johnny Maxwell, #3)",Terry Pratchett,3.82,1997,1,2,Corgi Childrens,24,238
"Pyramids (Discworld, #7)",Terry Pratchett,3.91,2004,1,9,Corgi,17,384
Only Child,Helen Mary Hoover,3.44,1992,30,4,Dutton Juvenile,3,128
The House of the Seven Gables,Nathaniel Hawthorne,3.45,1998,19,11,Oxford University Press,11,360
Good Wives,Louisa May Alcott,3.94,1995,25,5,Puffin Classics,37,368
Death: The High Cost of Living,Neil Gaiman,4.19,1994,1,1,DC Comics Vertigo,5,104
The Republic of Plato,Plato,3.94,1951,31,12,Oxford University Press,14,400
